Region X Date,target,cases
Estonia X 2/4/20,0,0
Estonia X 2/5/20,0,0
Estonia X 2/6/20,0,0
Estonia X 2/7/20,0,0
Estonia X 2/8/20,0,0
Estonia X 2/9/20,0,0
Estonia X 2/10/20,0,0
Estonia X 2/11/20,0,0
Estonia X 2/12/20,0,0
Estonia X 2/13/20,0,0
Estonia X 2/14/20,0,0
Estonia X 2/15/20,0,0
Estonia X 2/16/20,0,0
Estonia X 2/17/20,0,0
Estonia X 2/18/20,0,0
Estonia X 2/19/20,0,0
Estonia X 2/20/20,0,0
Estonia X 2/21/20,0,0
Estonia X 2/22/20,0,0
Estonia X 2/23/20,0,0
Estonia X 2/24/20,0,0
Estonia X 2/25/20,0,0
Estonia X 2/26/20,0,0
Estonia X 2/27/20,0,1
Estonia X 2/28/20,0,1
Estonia X 2/29/20,0,1
Estonia X 3/1/20,0,1
Estonia X 3/2/20,0,1
Estonia X 3/3/20,0,2
Estonia X 3/4/20,0,2
Estonia X 3/5/20,0,3
Finland X 1/22/20,0,0
Finland X 1/23/20,0,0
Finland X 1/24/20,0,0
Finland X 1/25/20,0,0
Finland X 1/26/20,0,0
Finland X 1/27/20,0,0
Finland X 1/28/20,0,0
Finland X 1/29/20,0,1
Finland X 1/30/20,0,1
Finland X 1/31/20,0,1
Finland X 2/1/20,0,1
Finland X 2/2/20,0,1
Finland X 2/3/20,0,1
Finland X 2/4/20,0,1
Finland X 2/5/20,0,1
Finland X 2/6/20,0,1
Finland X 2/7/20,0,1
Finland X 2/8/20,0,1
Finland X 2/9/20,0,1
Finland X 2/10/20,0,1
Finland X 2/11/20,0,1
Finland X 2/12/20,0,1
Finland X 2/13/20,0,1
Finland X 2/14/20,0,1
Finland X 2/15/20,0,1
Finland X 2/16/20,0,1
Finland X 2/17/20,0,1
Finland X 2/18/20,0,1
Finland X 2/19/20,0,1
Finland X 2/20/20,0,1
Finland X 2/21/20,0,1
Finland X 2/22/20,0,1
Finland X 2/23/20,0,1
Finland X 2/24/20,0,1
Finland X 2/25/20,0,1
Finland X 2/26/20,0,2
Finland X 2/27/20,0,2
Finland X 2/28/20,0,2
Finland X 2/29/20,0,3
Finland X 3/1/20,0,6
Finland X 3/2/20,0,6
Finland X 3/3/20,0,6
Finland X 3/4/20,0,6
Finland X 3/5/20,0,12
France X 1/22/20,0,0
France X 1/23/20,0,0
France X 1/24/20,0,2
France X 1/25/20,0,3
France X 1/26/20,0,3
France X 1/27/20,0,3
France X 1/28/20,0,4
France X 1/29/20,0,5
France X 1/30/20,0,5
France X 1/31/20,0,5
France X 2/1/20,0,6
France X 2/2/20,0,6
France X 2/3/20,0,6
France X 2/4/20,0,6
France X 2/5/20,0,6
France X 2/6/20,0,6
France X 2/7/20,0,6
France X 2/8/20,0,11
France X 2/9/20,0,11
France X 2/10/20,0,11
France X 2/11/20,0,11
France X 2/12/20,0,11
France X 2/13/20,0,11
France X 2/14/20,0,11
France X 2/15/20,1,12
France X 2/16/20,1,12
France X 2/17/20,1,12
France X 2/18/20,1,12
France X 2/19/20,1,12
France X 2/20/20,1,12
France X 2/21/20,1,12
France X 2/22/20,1,12
France X 2/23/20,1,12
France X 2/24/20,1,12
France X 2/25/20,1,14
France X 2/26/20,2,18
France X 2/27/20,2,38
France X 2/28/20,2,57
France X 2/29/20,2,100
France X 3/1/20,2,130
France X 3/2/20,3,191
France X 3/3/20,4,204
France X 3/4/20,4,288
France X 3/5/20,6,380
French Guiana X 1/22/20,0,0
French Guiana X 1/23/20,0,0
French Guiana X 1/24/20,0,0
French Guiana X 1/25/20,0,0
French Guiana X 1/26/20,0,0
French Guiana X 1/27/20,0,0
French Guiana X 1/28/20,0,0
French Guiana X 1/29/20,0,0
French Guiana X 1/30/20,0,0
French Guiana X 1/31/20,0,0
French Guiana X 2/1/20,0,0
French Guiana X 2/2/20,0,0
French Guiana X 2/3/20,0,0
French Guiana X 2/4/20,0,0
French Guiana X 2/5/20,0,0
French Guiana X 2/6/20,0,0
French Guiana X 2/7/20,0,0
French Guiana X 2/8/20,0,0
French Guiana X 2/9/20,0,0
French Guiana X 2/10/20,0,0
French Guiana X 2/11/20,0,0
French Guiana X 2/12/20,0,0
French Guiana X 2/13/20,0,0
French Guiana X 2/14/20,0,0
French Guiana X 2/15/20,0,0
French Guiana X 2/16/20,0,0
French Guiana X 2/17/20,0,0
French Guiana X 2/18/20,0,0
French Guiana X 2/19/20,0,0
French Guiana X 2/20/20,0,0
French Guiana X 2/21/20,0,0
French Guiana X 2/22/20,0,0
French Guiana X 2/23/20,0,0
French Guiana X 2/24/20,0,0
French Guiana X 2/25/20,0,0
French Guiana X 2/26/20,0,0
French Guiana X 2/27/20,0,0
French Guiana X 2/28/20,0,0
French Guiana X 2/29/20,0,0
French Guiana X 3/1/20,0,0
French Guiana X 3/2/20,0,0
French Guiana X 3/3/20,0,0
French Guiana X 3/4/20,0,0
French Guiana X 3/5/20,0,0
Georgia X 1/22/20,0,0
Georgia X 1/23/20,0,0
Georgia X 1/24/20,0,0
Georgia X 1/25/20,0,0
Georgia X 1/26/20,0,0
Georgia X 1/27/20,0,0
Georgia X 1/28/20,0,0
Georgia X 1/29/20,0,0
Georgia X 1/30/20,0,0
Georgia X 1/31/20,0,0
Georgia X 2/1/20,0,0
Georgia X 2/2/20,0,0
Georgia X 2/3/20,0,0
Georgia X 2/4/20,0,0
Georgia X 2/5/20,0,0
Georgia X 2/6/20,0,0
Georgia X 2/7/20,0,0
Georgia X 2/8/20,0,0
Georgia X 2/9/20,0,0
Georgia X 2/10/20,0,0
Georgia X 2/11/20,0,0
Georgia X 2/12/20,0,0
Georgia X 2/13/20,0,0
Georgia X 2/14/20,0,0
Georgia X 2/15/20,0,0
Georgia X 2/16/20,0,0
Georgia X 2/17/20,0,0
Georgia X 2/18/20,0,0
Georgia X 2/19/20,0,0
Georgia X 2/20/20,0,0
Georgia X 2/21/20,0,0
Georgia X 2/22/20,0,0
Georgia X 2/23/20,0,0
Georgia X 2/24/20,0,0
Georgia X 2/25/20,0,0
Georgia X 2/26/20,0,1
Georgia X 2/27/20,0,1
Georgia X 2/28/20,0,1
Georgia X 2/29/20,0,1
Georgia X 3/1/20,0,3
Georgia X 3/2/20,0,3
Georgia X 3/3/20,0,3
Georgia X 3/4/20,0,3
Georgia X 3/5/20,0,4
Germany X 1/22/20,0,0
Germany X 1/23/20,0,0
Germany X 1/24/20,0,0
Germany X 1/25/20,0,0
Germany X 1/26/20,0,0
Germany X 1/27/20,0,1
Germany X 1/28/20,0,4
Germany X 1/29/20,0,4
Germany X 1/30/20,0,4
Germany X 1/31/20,0,5
Germany X 2/1/20,0,8
Germany X 2/2/20,0,10
Germany X 2/3/20,0,12
Germany X 2/4/20,0,12
Germany X 2/5/20,0,12
Germany X 2/6/20,0,12
Germany X 2/7/20,0,13
Germany X 2/8/20,0,13
Germany X 2/9/20,0,14
Germany X 2/10/20,0,14
Germany X 2/11/20,0,16
Germany X 2/12/20,0,16
Germany X 2/13/20,0,16
Germany X 2/14/20,0,16
Germany X 2/15/20,0,16
Germany X 2/16/20,0,16
Germany X 2/17/20,0,16
Germany X 2/18/20,0,16
Germany X 2/19/20,0,16
Germany X 2/20/20,0,16
Germany X 2/21/20,0,16
Germany X 2/22/20,0,16
Germany X 2/23/20,0,16
Germany X 2/24/20,0,16
Germany X 2/25/20,0,17
Germany X 2/26/20,0,27
Germany X 2/27/20,0,46
Germany X 2/28/20,0,48
Germany X 2/29/20,0,79
Germany X 3/1/20,0,130
Germany X 3/2/20,0,159
Germany X 3/3/20,0,196
Germany X 3/4/20,0,262
Germany X 3/5/20,0,482
Greece X 1/22/20,0,0
Greece X 1/23/20,0,0
Greece X 1/24/20,0,0
Greece X 1/25/20,0,0
Greece X 1/26/20,0,0
Greece X 1/27/20,0,0
Greece X 1/28/20,0,0
Greece X 1/29/20,0,0
Greece X 1/30/20,0,0
Greece X 1/31/20,0,0
Greece X 2/1/20,0,0
Greece X 2/2/20,0,0
Greece X 2/3/20,0,0
Greece X 2/4/20,0,0
Greece X 2/5/20,0,0
Greece X 2/6/20,0,0
Greece X 2/7/20,0,0
Greece X 2/8/20,0,0
Greece X 2/9/20,0,0
Greece X 2/10/20,0,0
Greece X 2/11/20,0,0
Greece X 2/12/20,0,0
Greece X 2/13/20,0,0
Greece X 2/14/20,0,0
Greece X 2/15/20,0,0
Greece X 2/16/20,0,0
Greece X 2/17/20,0,0
Greece X 2/18/20,0,0
Greece X 2/19/20,0,0
Greece X 2/20/20,0,0
Greece X 2/21/20,0,0
Greece X 2/22/20,0,0
Greece X 2/23/20,0,0
Greece X 2/24/20,0,0
Greece X 2/25/20,0,0
Greece X 2/26/20,0,1
Greece X 2/27/20,0,3
Greece X 2/28/20,0,4
Greece X 2/29/20,0,4
Greece X 3/1/20,0,7
Greece X 3/2/20,0,7
Greece X 3/3/20,0,7
Greece X 3/4/20,0,9
Greece X 3/5/20,0,31
Guyana X 1/22/20,0,0
Guyana X 1/23/20,0,0
Guyana X 1/24/20,0,0
Guyana X 1/25/20,0,0
Guyana X 1/26/20,0,0
Guyana X 1/27/20,0,0
Guyana X 1/28/20,0,0
Guyana X 1/29/20,0,0
Guyana X 1/30/20,0,0
Guyana X 1/31/20,0,0
Guyana X 2/1/20,0,0
Guyana X 2/2/20,0,0
Guyana X 2/3/20,0,0
Guyana X 2/4/20,0,0
Guyana X 2/5/20,0,0
Guyana X 2/6/20,0,0
Guyana X 2/7/20,0,0
Guyana X 2/8/20,0,0
Guyana X 2/9/20,0,0
Guyana X 2/10/20,0,0
Guyana X 2/11/20,0,0
Guyana X 2/12/20,0,0
Guyana X 2/13/20,0,0
Guyana X 2/14/20,0,0
Guyana X 2/15/20,0,0
Guyana X 2/16/20,0,0
Guyana X 2/17/20,0,0
Guyana X 2/18/20,0,0
Guyana X 2/19/20,0,0
Guyana X 2/20/20,0,0
Guyana X 2/21/20,0,0
Guyana X 2/22/20,0,0
Guyana X 2/23/20,0,0
Guyana X 2/24/20,0,0
Guyana X 2/25/20,0,0
Guyana X 2/26/20,0,0
Guyana X 2/27/20,0,0
Guyana X 2/28/20,0,0
Guyana X 2/29/20,0,0
Guyana X 3/1/20,0,0
Guyana X 3/2/20,0,0
Guyana X 3/3/20,0,0
Guyana X 3/4/20,0,0
Guyana X 3/5/20,0,0
Honduras X 1/22/20,0,0
Honduras X 1/23/20,0,0
Honduras X 1/24/20,0,0
Honduras X 1/25/20,0,0
Honduras X 1/26/20,0,0
Honduras X 1/27/20,0,0
Honduras X 1/28/20,0,0
Honduras X 1/29/20,0,0
Honduras X 1/30/20,0,0
Honduras X 1/31/20,0,0
Honduras X 2/1/20,0,0
Honduras X 2/2/20,0,0
Honduras X 2/3/20,0,0
Honduras X 2/4/20,0,0
Honduras X 2/5/20,0,0
Honduras X 2/6/20,0,0
Honduras X 2/7/20,0,0
Honduras X 2/8/20,0,0
Honduras X 2/9/20,0,0
Honduras X 2/10/20,0,0
Honduras X 2/11/20,0,0
Honduras X 2/12/20,0,0
Honduras X 2/13/20,0,0
Honduras X 2/14/20,0,0
Honduras X 2/15/20,0,0
Honduras X 2/16/20,0,0
Honduras X 2/17/20,0,0
Honduras X 2/18/20,0,0
Honduras X 2/19/20,0,0
Honduras X 2/20/20,0,0
Honduras X 2/21/20,0,0
Honduras X 2/22/20,0,0
Honduras X 2/23/20,0,0
Honduras X 2/24/20,0,0
Honduras X 2/25/20,0,0
Honduras X 2/26/20,0,0
Honduras X 2/27/20,0,0
Honduras X 2/28/20,0,0
Honduras X 2/29/20,0,0
Honduras X 3/1/20,0,0
Honduras X 3/2/20,0,0
Honduras X 3/3/20,0,0
Honduras X 3/4/20,0,0
Honduras X 3/5/20,0,0
Hungary X 1/22/20,0,0
Hungary X 1/23/20,0,0
Hungary X 1/24/20,0,0
Hungary X 1/25/20,0,0
Hungary X 1/26/20,0,0
Hungary X 1/27/20,0,0
Hungary X 1/28/20,0,0
Hungary X 1/29/20,0,0
Hungary X 1/30/20,0,0
Hungary X 1/31/20,0,0
Hungary X 2/1/20,0,0
Hungary X 2/2/20,0,0
Hungary X 2/3/20,0,0
Hungary X 2/4/20,0,0
Hungary X 2/5/20,0,0
Hungary X 2/6/20,0,0
Hungary X 2/7/20,0,0
Hungary X 2/8/20,0,0
Hungary X 2/9/20,0,0
Hungary X 2/10/20,0,0
Hungary X 2/11/20,0,0
Hungary X 2/12/20,0,0
Hungary X 2/13/20,0,0
Hungary X 2/14/20,0,0
Hungary X 2/15/20,0,0
Hungary X 2/16/20,0,0
Hungary X 2/17/20,0,0
Hungary X 2/18/20,0,0
Hungary X 2/19/20,0,0
Hungary X 2/20/20,0,0
Hungary X 2/21/20,0,0
Hungary X 2/22/20,0,0
Hungary X 2/23/20,0,0
Hungary X 2/24/20,0,0
Hungary X 2/25/20,0,0
Hungary X 2/26/20,0,0
Hungary X 2/27/20,0,0
Hungary X 2/28/20,0,0
Hungary X 2/29/20,0,0
Hungary X 3/1/20,0,0
Hungary X 3/2/20,0,0
Hungary X 3/3/20,0,0
Hungary X 3/4/20,0,2
Hungary X 3/5/20,0,2
Iceland X 1/22/20,0,0
Iceland X 1/23/20,0,0
Iceland X 1/24/20,0,0
Iceland X 1/25/20,0,0
Iceland X 1/26/20,0,0
Iceland X 1/27/20,0,0
Iceland X 1/28/20,0,0
Iceland X 1/29/20,0,0
Iceland X 1/30/20,0,0
Iceland X 1/31/20,0,0
Iceland X 2/1/20,0,0
Iceland X 2/2/20,0,0
Iceland X 2/3/20,0,0
Iceland X 2/4/20,0,0
Iceland X 2/5/20,0,0
Iceland X 2/6/20,0,0
Iceland X 2/7/20,0,0
Iceland X 2/8/20,0,0
Iceland X 2/9/20,0,0
Iceland X 2/10/20,0,0
Iceland X 2/11/20,0,0
Iceland X 2/12/20,0,0
Iceland X 2/13/20,0,0
Iceland X 2/14/20,0,0
Iceland X 2/15/20,0,0
Iceland X 2/16/20,0,0
Iceland X 2/17/20,0,0
Iceland X 2/18/20,0,0
Iceland X 2/19/20,0,0
Iceland X 2/20/20,0,0
Iceland X 2/21/20,0,0
Iceland X 2/22/20,0,0
Iceland X 2/23/20,0,0
Iceland X 2/24/20,0,0
Iceland X 2/25/20,0,0
Iceland X 2/26/20,0,0
Iceland X 2/27/20,0,0
Iceland X 2/28/20,0,1
Iceland X 2/29/20,0,1
Iceland X 3/1/20,0,3
Iceland X 3/2/20,0,6
Iceland X 3/3/20,0,11
Iceland X 3/4/20,0,26
Iceland X 3/5/20,0,34
India X 1/22/20,0,0
India X 1/23/20,0,0
India X 1/24/20,0,0
India X 1/25/20,0,0
India X 1/26/20,0,0
India X 1/27/20,0,0
India X 1/28/20,0,0
India X 1/29/20,0,0
India X 1/30/20,0,1
India X 1/31/20,0,1
India X 2/1/20,0,1
India X 2/2/20,0,2
India X 2/3/20,0,3
India X 2/4/20,0,3
India X 2/5/20,0,3
India X 2/6/20,0,3
India X 2/7/20,0,3
India X 2/8/20,0,3
India X 2/9/20,0,3
India X 2/10/20,0,3
India X 2/11/20,0,3
India X 2/12/20,0,3
India X 2/13/20,0,3
India X 2/14/20,0,3
India X 2/15/20,0,3
India X 2/16/20,0,3
India X 2/17/20,0,3
India X 2/18/20,0,3
India X 2/19/20,0,3
India X 2/20/20,0,3
India X 2/21/20,0,3
India X 2/22/20,0,3
India X 2/23/20,0,3
India X 2/24/20,0,3
India X 2/25/20,0,3
India X 2/26/20,0,3
India X 2/27/20,0,3
India X 2/28/20,0,3
India X 2/29/20,0,3
India X 3/1/20,0,3
India X 3/2/20,0,5
India X 3/3/20,0,5
India X 3/4/20,0,28
India X 3/5/20,0,30
Indonesia X 1/22/20,0,0
Indonesia X 1/23/20,0,0
Indonesia X 1/24/20,0,0
Indonesia X 1/25/20,0,0
Indonesia X 1/26/20,0,0
Indonesia X 1/27/20,0,0
Indonesia X 1/28/20,0,0
Indonesia X 1/29/20,0,0
Indonesia X 1/30/20,0,0
Indonesia X 1/31/20,0,0
Indonesia X 2/1/20,0,0
Indonesia X 2/2/20,0,0
Indonesia X 2/3/20,0,0
Indonesia X 2/4/20,0,0
Indonesia X 2/5/20,0,0
Indonesia X 2/6/20,0,0
Indonesia X 2/7/20,0,0
Indonesia X 2/8/20,0,0
Indonesia X 2/9/20,0,0
Indonesia X 2/10/20,0,0
Indonesia X 2/11/20,0,0
Indonesia X 2/12/20,0,0
Indonesia X 2/13/20,0,0
Indonesia X 2/14/20,0,0
Indonesia X 2/15/20,0,0
Indonesia X 2/16/20,0,0
Indonesia X 2/17/20,0,0
Indonesia X 2/18/20,0,0
Indonesia X 2/19/20,0,0
Indonesia X 2/20/20,0,0
Indonesia X 2/21/20,0,0
Indonesia X 2/22/20,0,0
Indonesia X 2/23/20,0,0
Indonesia X 2/24/20,0,0
Indonesia X 2/25/20,0,0
Indonesia X 2/26/20,0,0
Indonesia X 2/27/20,0,0
Indonesia X 2/28/20,0,0
Indonesia X 2/29/20,0,0
Indonesia X 3/1/20,0,0
Indonesia X 3/2/20,0,2
Indonesia X 3/3/20,0,2
Indonesia X 3/4/20,0,2
Indonesia X 3/5/20,0,2
Iran X 1/22/20,0,0
Iran X 1/23/20,0,0
Iran X 1/24/20,0,0
Iran X 1/25/20,0,0
Iran X 1/26/20,0,0
Iran X 1/27/20,0,0
Iran X 1/28/20,0,0
Iran X 1/29/20,0,0
Iran X 1/30/20,0,0
Iran X 1/31/20,0,0
Iran X 2/1/20,0,0
Iran X 2/2/20,0,0
Iran X 2/3/20,0,0
Iran X 2/4/20,0,0
Iran X 2/5/20,0,0
Iran X 2/6/20,0,0
Iran X 2/7/20,0,0
Iran X 2/8/20,0,0
Iran X 2/9/20,0,0
Iran X 2/10/20,0,0
Iran X 2/11/20,0,0
Iran X 2/12/20,0,0
Iran X 2/13/20,0,0
Iran X 2/14/20,0,0
Iran X 2/15/20,0,0
Iran X 2/16/20,0,0
Iran X 2/17/20,0,0
Iran X 2/18/20,0,0
Iran X 2/19/20,2,2
Iran X 2/20/20,2,5
Iran X 2/21/20,4,18
Iran X 2/22/20,5,28
Iran X 2/23/20,8,43
Iran X 2/24/20,12,61
Iran X 2/25/20,16,95
Iran X 2/26/20,19,139
Iran X 2/27/20,26,245
Iran X 2/28/20,34,388
Iran X 2/29/20,43,593
Iran X 3/1/20,54,978
Iran X 3/2/20,66,1501
Iran X 3/3/20,77,2336
Iran X 3/4/20,92,2922
Iran X 3/5/20,107,3513
Iraq X 1/22/20,0,0
Iraq X 1/23/20,0,0
Iraq X 1/24/20,0,0
Iraq X 1/25/20,0,0
Iraq X 1/26/20,0,0
Iraq X 1/27/20,0,0
Iraq X 1/28/20,0,0
Iraq X 1/29/20,0,0
Iraq X 1/30/20,0,0
Iraq X 1/31/20,0,0
Iraq X 2/1/20,0,0
Iraq X 2/2/20,0,0
Iraq X 2/3/20,0,0
Iraq X 2/4/20,0,0
Iraq X 2/5/20,0,0
Iraq X 2/6/20,0,0
Iraq X 2/7/20,0,0
Iraq X 2/8/20,0,0
Iraq X 2/9/20,0,0
Iraq X 2/10/20,0,0
Iraq X 2/11/20,0,0
Iraq X 2/12/20,0,0
Iraq X 2/13/20,0,0
Iraq X 2/14/20,0,0
Iraq X 2/15/20,0,0
Iraq X 2/16/20,0,0
Iraq X 2/17/20,0,0
Iraq X 2/18/20,0,0
Iraq X 2/19/20,0,0
Iraq X 2/20/20,0,0
Iraq X 2/21/20,0,0
Iraq X 2/22/20,0,0
Iraq X 2/23/20,0,0
Iraq X 2/24/20,0,1
Iraq X 2/25/20,0,1
Iraq X 2/26/20,0,5
Iraq X 2/27/20,0,7
Iraq X 2/28/20,0,7
Iraq X 2/29/20,0,13
Iraq X 3/1/20,0,19
Iraq X 3/2/20,0,26
Iraq X 3/3/20,0,32
Iraq X 3/4/20,2,35
Iraq X 3/5/20,2,35
Ireland X 1/22/20,0,0
Ireland X 1/23/20,0,0
Ireland X 1/24/20,0,0
Ireland X 1/25/20,0,0
Ireland X 1/26/20,0,0
Ireland X 1/27/20,0,0
Ireland X 1/28/20,0,0
Ireland X 1/29/20,0,0
Ireland X 1/30/20,0,0
Ireland X 1/31/20,0,0
Ireland X 2/1/20,0,0
Ireland X 2/2/20,0,0
Ireland X 2/3/20,0,0
Ireland X 2/4/20,0,0
Ireland X 2/5/20,0,0
Ireland X 2/6/20,0,0
Ireland X 2/7/20,0,0
Ireland X 2/8/20,0,0
Ireland X 2/9/20,0,0
Ireland X 2/10/20,0,0
Ireland X 2/11/20,0,0
Ireland X 2/12/20,0,0
Ireland X 2/13/20,0,0
Ireland X 2/14/20,0,0
Ireland X 2/15/20,0,0
Ireland X 2/16/20,0,0
Ireland X 2/17/20,0,0
Ireland X 2/18/20,0,0
Ireland X 2/19/20,0,0
Ireland X 2/20/20,0,0
Ireland X 2/21/20,0,0
Ireland X 2/22/20,0,0
Ireland X 2/23/20,0,0
Ireland X 2/24/20,0,0
Ireland X 2/25/20,0,0
Ireland X 2/26/20,0,0
Ireland X 2/27/20,0,0
Ireland X 2/28/20,0,0
Ireland X 2/29/20,0,1
Ireland X 3/1/20,0,1
Ireland X 3/2/20,0,1
Ireland X 3/3/20,0,2
Ireland X 3/4/20,0,6
Ireland X 3/5/20,0,6
Israel X 1/22/20,0,0
Israel X 1/23/20,0,0
Israel X 1/24/20,0,0
Israel X 1/25/20,0,0
Israel X 1/26/20,0,0
Israel X 1/27/20,0,0
Israel X 1/28/20,0,0
Israel X 1/29/20,0,0
Israel X 1/30/20,0,0
Israel X 1/31/20,0,0
Israel X 2/1/20,0,0
Israel X 2/2/20,0,0
Israel X 2/3/20,0,0
Israel X 2/4/20,0,0
Israel X 2/5/20,0,0
Israel X 2/6/20,0,0
Israel X 2/7/20,0,0
Israel X 2/8/20,0,0
Israel X 2/9/20,0,0
Israel X 2/10/20,0,0
Israel X 2/11/20,0,0
Israel X 2/12/20,0,0
Israel X 2/13/20,0,0
Israel X 2/14/20,0,0
Israel X 2/15/20,0,0
Israel X 2/16/20,0,0
Israel X 2/17/20,0,0
Israel X 2/18/20,0,0
Israel X 2/19/20,0,0
Israel X 2/20/20,0,0
Israel X 2/21/20,0,1
Israel X 2/22/20,0,1
Israel X 2/23/20,0,1
Israel X 2/24/20,0,1
Israel X 2/25/20,0,1
Israel X 2/26/20,0,2
Israel X 2/27/20,0,3
Israel X 2/28/20,0,4
Israel X 2/29/20,0,7
Israel X 3/1/20,0,10
Israel X 3/2/20,0,10
Israel X 3/3/20,0,12
Israel X 3/4/20,0,15
Israel X 3/5/20,0,20
Italy X 1/22/20,0,0
Italy X 1/23/20,0,0
Italy X 1/24/20,0,0
Italy X 1/25/20,0,0
Italy X 1/26/20,0,0
Italy X 1/27/20,0,0
Italy X 1/28/20,0,0
Italy X 1/29/20,0,0
Italy X 1/30/20,0,0
Italy X 1/31/20,0,2
Italy X 2/1/20,0,2
Italy X 2/2/20,0,2
Italy X 2/3/20,0,2
Italy X 2/4/20,0,2
Italy X 2/5/20,0,2
Italy X 2/6/20,0,2
Italy X 2/7/20,0,3
Italy X 2/8/20,0,3
Italy X 2/9/20,0,3
Italy X 2/10/20,0,3
Italy X 2/11/20,0,3
Italy X 2/12/20,0,3
Italy X 2/13/20,0,3
Italy X 2/14/20,0,3
Italy X 2/15/20,0,3
Italy X 2/16/20,0,3
Italy X 2/17/20,0,3
Italy X 2/18/20,0,3
Italy X 2/19/20,0,3
Italy X 2/20/20,0,3
Italy X 2/21/20,1,20
Italy X 2/22/20,2,62
Italy X 2/23/20,3,155
Italy X 2/24/20,7,229
Italy X 2/25/20,10,322
Italy X 2/26/20,12,453
Italy X 2/27/20,17,655
Italy X 2/28/20,21,888
Italy X 2/29/20,29,1128
Italy X 3/1/20,34,1694
Italy X 3/2/20,52,2036
Italy X 3/3/20,79,2502
Italy X 3/4/20,107,3089
Italy X 3/5/20,148,3858
Jamaica X 1/22/20,0,0
Jamaica X 1/23/20,0,0
Jamaica X 1/24/20,0,0
Jamaica X 1/25/20,0,0
Jamaica X 1/26/20,0,0
Jamaica X 1/27/20,0,0
Jamaica X 1/28/20,0,0
Jamaica X 1/29/20,0,0
Jamaica X 1/30/20,0,0
Jamaica X 1/31/20,0,0
Jamaica X 2/1/20,0,0
Jamaica X 2/2/20,0,0
Jamaica X 2/3/20,0,0
Jamaica X 2/4/20,0,0
Jamaica X 2/5/20,0,0
Jamaica X 2/6/20,0,0
Jamaica X 2/7/20,0,0
Jamaica X 2/8/20,0,0
Jamaica X 2/9/20,0,0
Jamaica X 2/10/20,0,0
Jamaica X 2/11/20,0,0
Jamaica X 2/12/20,0,0
Jamaica X 2/13/20,0,0
Jamaica X 2/14/20,0,0
Jamaica X 2/15/20,0,0
Jamaica X 2/16/20,0,0
Jamaica X 2/17/20,0,0
Jamaica X 2/18/20,0,0
Jamaica X 2/19/20,0,0
Jamaica X 2/20/20,0,0
Jamaica X 2/21/20,0,0
Jamaica X 2/22/20,0,0
Jamaica X 2/23/20,0,0
Jamaica X 2/24/20,0,0
Jamaica X 2/25/20,0,0
Jamaica X 2/26/20,0,0
Jamaica X 2/27/20,0,0
Jamaica X 2/28/20,0,0
Jamaica X 2/29/20,0,0
Jamaica X 3/1/20,0,0
Jamaica X 3/2/20,0,0
Jamaica X 3/3/20,0,0
Jamaica X 3/4/20,0,0
Jamaica X 3/5/20,0,0
Japan X 1/22/20,0,2
Japan X 1/23/20,0,1
Japan X 1/24/20,0,2
Japan X 1/25/20,0,2
Japan X 1/26/20,0,4
Japan X 1/27/20,0,4
Japan X 1/28/20,0,7
Japan X 1/29/20,0,7
Japan X 1/30/20,0,11
Japan X 1/31/20,0,15
Japan X 2/1/20,0,20
Japan X 2/2/20,0,20
Japan X 2/3/20,0,20
Japan X 2/4/20,0,22
Japan X 2/5/20,0,22
Japan X 2/6/20,0,45
Japan X 2/7/20,0,25
Japan X 2/8/20,0,25
Japan X 2/9/20,0,26
Japan X 2/10/20,0,26
Japan X 2/11/20,0,26
Japan X 2/12/20,0,28
Japan X 2/13/20,1,28
Japan X 2/14/20,1,29
Japan X 2/15/20,1,43
Japan X 2/16/20,1,59
Japan X 2/17/20,1,66
Japan X 2/18/20,1,74
Japan X 2/19/20,1,84
Japan X 2/20/20,1,94
Japan X 2/21/20,1,105
Japan X 2/22/20,1,122
Japan X 2/23/20,1,147
Japan X 2/24/20,1,159
Japan X 2/25/20,1,170
Japan X 2/26/20,2,189
Japan X 2/27/20,4,214
Japan X 2/28/20,4,228
Japan X 2/29/20,5,241
Japan X 3/1/20,6,256
Japan X 3/2/20,6,274
Japan X 3/3/20,6,293
Japan X 3/4/20,6,331
Japan X 3/5/20,6,360
Jordan X 1/22/20,0,0
Jordan X 1/23/20,0,0
Jordan X 1/24/20,0,0
Jordan X 1/25/20,0,0
Jordan X 1/26/20,0,0
Jordan X 1/27/20,0,0
Jordan X 1/28/20,0,0
Jordan X 1/29/20,0,0
Jordan X 1/30/20,0,0
Jordan X 1/31/20,0,0
Jordan X 2/1/20,0,0
Jordan X 2/2/20,0,0
Jordan X 2/3/20,0,0
Jordan X 2/4/20,0,0
Jordan X 2/5/20,0,0
Jordan X 2/6/20,0,0
Jordan X 2/7/20,0,0
Jordan X 2/8/20,0,0
Jordan X 2/9/20,0,0
Jordan X 2/10/20,0,0
Jordan X 2/11/20,0,0
Jordan X 2/12/20,0,0
Jordan X 2/13/20,0,0
Jordan X 2/14/20,0,0
Jordan X 2/15/20,0,0
Jordan X 2/16/20,0,0
Jordan X 2/17/20,0,0
Jordan X 2/18/20,0,0
Jordan X 2/19/20,0,0
Jordan X 2/20/20,0,0
Jordan X 2/21/20,0,0
Jordan X 2/22/20,0,0
Jordan X 2/23/20,0,0
Jordan X 2/24/20,0,0
