Territory X Date,target,cases,Territory,Date,Continent
Hungary X 2/20/20,0,0,Hungary,2/20/2020,Europe
Hungary X 2/21/20,0,0,Hungary,2/21/2020,Europe
Hungary X 2/22/20,0,0,Hungary,2/22/2020,Europe
Hungary X 2/23/20,0,0,Hungary,2/23/2020,Europe
Hungary X 2/24/20,0,0,Hungary,2/24/2020,Europe
Hungary X 2/25/20,0,0,Hungary,2/25/2020,Europe
Hungary X 2/26/20,0,0,Hungary,2/26/2020,Europe
Hungary X 2/27/20,0,0,Hungary,2/27/2020,Europe
Hungary X 2/28/20,0,0,Hungary,2/28/2020,Europe
Hungary X 2/29/20,0,0,Hungary,2/29/2020,Europe
Hungary X 3/1/20,0,0,Hungary,3/1/2020,Europe
Hungary X 3/2/20,0,0,Hungary,3/2/2020,Europe
Hungary X 3/3/20,0,0,Hungary,3/3/2020,Europe
Hungary X 3/4/20,0,2,Hungary,3/4/2020,Europe
Hungary X 3/5/20,0,2,Hungary,3/5/2020,Europe
Hungary X 3/6/20,0,2,Hungary,3/6/2020,Europe
Hungary X 3/7/20,0,4,Hungary,3/7/2020,Europe
Hungary X 3/8/20,0,7,Hungary,3/8/2020,Europe
Hungary X 3/9/20,0,9,Hungary,3/9/2020,Europe
Hungary X 3/10/20,0,9,Hungary,3/10/2020,Europe
Hungary X 3/11/20,0,13,Hungary,3/11/2020,Europe
Hungary X 3/12/20,0,13,Hungary,3/12/2020,Europe
Iceland X 1/22/20,0,0,Iceland,1/22/2020,Europe
Iceland X 1/23/20,0,0,Iceland,1/23/2020,Europe
Iceland X 1/24/20,0,0,Iceland,1/24/2020,Europe
Iceland X 1/25/20,0,0,Iceland,1/25/2020,Europe
Iceland X 1/26/20,0,0,Iceland,1/26/2020,Europe
Iceland X 1/27/20,0,0,Iceland,1/27/2020,Europe
Iceland X 1/28/20,0,0,Iceland,1/28/2020,Europe
Iceland X 1/29/20,0,0,Iceland,1/29/2020,Europe
Iceland X 1/30/20,0,0,Iceland,1/30/2020,Europe
Iceland X 1/31/20,0,0,Iceland,1/31/2020,Europe
Iceland X 2/1/20,0,0,Iceland,2/1/2020,Europe
Iceland X 2/2/20,0,0,Iceland,2/2/2020,Europe
Iceland X 2/3/20,0,0,Iceland,2/3/2020,Europe
Iceland X 2/4/20,0,0,Iceland,2/4/2020,Europe
Iceland X 2/5/20,0,0,Iceland,2/5/2020,Europe
Iceland X 2/6/20,0,0,Iceland,2/6/2020,Europe
Iceland X 2/7/20,0,0,Iceland,2/7/2020,Europe
Iceland X 2/8/20,0,0,Iceland,2/8/2020,Europe
Iceland X 2/9/20,0,0,Iceland,2/9/2020,Europe
Iceland X 2/10/20,0,0,Iceland,2/10/2020,Europe
Iceland X 2/11/20,0,0,Iceland,2/11/2020,Europe
Iceland X 2/12/20,0,0,Iceland,2/12/2020,Europe
Iceland X 2/13/20,0,0,Iceland,2/13/2020,Europe
Iceland X 2/14/20,0,0,Iceland,2/14/2020,Europe
Iceland X 2/15/20,0,0,Iceland,2/15/2020,Europe
Iceland X 2/16/20,0,0,Iceland,2/16/2020,Europe
Iceland X 2/17/20,0,0,Iceland,2/17/2020,Europe
Iceland X 2/18/20,0,0,Iceland,2/18/2020,Europe
Iceland X 2/19/20,0,0,Iceland,2/19/2020,Europe
Iceland X 2/20/20,0,0,Iceland,2/20/2020,Europe
Iceland X 2/21/20,0,0,Iceland,2/21/2020,Europe
Iceland X 2/22/20,0,0,Iceland,2/22/2020,Europe
Iceland X 2/23/20,0,0,Iceland,2/23/2020,Europe
Iceland X 2/24/20,0,0,Iceland,2/24/2020,Europe
Iceland X 2/25/20,0,0,Iceland,2/25/2020,Europe
Iceland X 2/26/20,0,0,Iceland,2/26/2020,Europe
Iceland X 2/27/20,0,0,Iceland,2/27/2020,Europe
Iceland X 2/28/20,0,1,Iceland,2/28/2020,Europe
Iceland X 2/29/20,0,1,Iceland,2/29/2020,Europe
Iceland X 3/1/20,0,3,Iceland,3/1/2020,Europe
Iceland X 3/2/20,0,6,Iceland,3/2/2020,Europe
Iceland X 3/3/20,0,11,Iceland,3/3/2020,Europe
Iceland X 3/4/20,0,26,Iceland,3/4/2020,Europe
Iceland X 3/5/20,0,34,Iceland,3/5/2020,Europe
Iceland X 3/6/20,0,43,Iceland,3/6/2020,Europe
Iceland X 3/7/20,0,50,Iceland,3/7/2020,Europe
Iceland X 3/8/20,0,50,Iceland,3/8/2020,Europe
Iceland X 3/9/20,0,58,Iceland,3/9/2020,Europe
Iceland X 3/10/20,0,69,Iceland,3/10/2020,Europe
Iceland X 3/11/20,0,85,Iceland,3/11/2020,Europe
Iceland X 3/12/20,0,103,Iceland,3/12/2020,Europe
India X 1/22/20,0,0,India,1/22/2020,Asia
India X 1/23/20,0,0,India,1/23/2020,Asia
India X 1/24/20,0,0,India,1/24/2020,Asia
India X 1/25/20,0,0,India,1/25/2020,Asia
India X 1/26/20,0,0,India,1/26/2020,Asia
India X 1/27/20,0,0,India,1/27/2020,Asia
India X 1/28/20,0,0,India,1/28/2020,Asia
India X 1/29/20,0,0,India,1/29/2020,Asia
India X 1/30/20,0,1,India,1/30/2020,Asia
India X 1/31/20,0,1,India,1/31/2020,Asia
India X 2/1/20,0,1,India,2/1/2020,Asia
India X 2/2/20,0,2,India,2/2/2020,Asia
India X 2/3/20,0,3,India,2/3/2020,Asia
India X 2/4/20,0,3,India,2/4/2020,Asia
India X 2/5/20,0,3,India,2/5/2020,Asia
India X 2/6/20,0,3,India,2/6/2020,Asia
India X 2/7/20,0,3,India,2/7/2020,Asia
India X 2/8/20,0,3,India,2/8/2020,Asia
India X 2/9/20,0,3,India,2/9/2020,Asia
India X 2/10/20,0,3,India,2/10/2020,Asia
India X 2/11/20,0,3,India,2/11/2020,Asia
India X 2/12/20,0,3,India,2/12/2020,Asia
India X 2/13/20,0,3,India,2/13/2020,Asia
India X 2/14/20,0,3,India,2/14/2020,Asia
India X 2/15/20,0,3,India,2/15/2020,Asia
India X 2/16/20,0,3,India,2/16/2020,Asia
India X 2/17/20,0,3,India,2/17/2020,Asia
India X 2/18/20,0,3,India,2/18/2020,Asia
India X 2/19/20,0,3,India,2/19/2020,Asia
India X 2/20/20,0,3,India,2/20/2020,Asia
India X 2/21/20,0,3,India,2/21/2020,Asia
India X 2/22/20,0,3,India,2/22/2020,Asia
India X 2/23/20,0,3,India,2/23/2020,Asia
India X 2/24/20,0,3,India,2/24/2020,Asia
India X 2/25/20,0,3,India,2/25/2020,Asia
India X 2/26/20,0,3,India,2/26/2020,Asia
India X 2/27/20,0,3,India,2/27/2020,Asia
India X 2/28/20,0,3,India,2/28/2020,Asia
India X 2/29/20,0,3,India,2/29/2020,Asia
India X 3/1/20,0,3,India,3/1/2020,Asia
India X 3/2/20,0,5,India,3/2/2020,Asia
India X 3/3/20,0,5,India,3/3/2020,Asia
India X 3/4/20,0,28,India,3/4/2020,Asia
India X 3/5/20,0,30,India,3/5/2020,Asia
India X 3/6/20,0,31,India,3/6/2020,Asia
India X 3/7/20,0,34,India,3/7/2020,Asia
India X 3/8/20,0,39,India,3/8/2020,Asia
India X 3/9/20,0,43,India,3/9/2020,Asia
India X 3/10/20,0,56,India,3/10/2020,Asia
India X 3/11/20,1,62,India,3/11/2020,Asia
India X 3/12/20,1,73,India,3/12/2020,Asia
Indonesia X 1/22/20,0,0,Indonesia,1/22/2020,Asia
Indonesia X 1/23/20,0,0,Indonesia,1/23/2020,Asia
Indonesia X 1/24/20,0,0,Indonesia,1/24/2020,Asia
Indonesia X 1/25/20,0,0,Indonesia,1/25/2020,Asia
Indonesia X 1/26/20,0,0,Indonesia,1/26/2020,Asia
Indonesia X 1/27/20,0,0,Indonesia,1/27/2020,Asia
Indonesia X 1/28/20,0,0,Indonesia,1/28/2020,Asia
Indonesia X 1/29/20,0,0,Indonesia,1/29/2020,Asia
Indonesia X 1/30/20,0,0,Indonesia,1/30/2020,Asia
Indonesia X 1/31/20,0,0,Indonesia,1/31/2020,Asia
Indonesia X 2/1/20,0,0,Indonesia,2/1/2020,Asia
Indonesia X 2/2/20,0,0,Indonesia,2/2/2020,Asia
Indonesia X 2/3/20,0,0,Indonesia,2/3/2020,Asia
Indonesia X 2/4/20,0,0,Indonesia,2/4/2020,Asia
Indonesia X 2/5/20,0,0,Indonesia,2/5/2020,Asia
Indonesia X 2/6/20,0,0,Indonesia,2/6/2020,Asia
Indonesia X 2/7/20,0,0,Indonesia,2/7/2020,Asia
Indonesia X 2/8/20,0,0,Indonesia,2/8/2020,Asia
Indonesia X 2/9/20,0,0,Indonesia,2/9/2020,Asia
Indonesia X 2/10/20,0,0,Indonesia,2/10/2020,Asia
Indonesia X 2/11/20,0,0,Indonesia,2/11/2020,Asia
Indonesia X 2/12/20,0,0,Indonesia,2/12/2020,Asia
Indonesia X 2/13/20,0,0,Indonesia,2/13/2020,Asia
Indonesia X 2/14/20,0,0,Indonesia,2/14/2020,Asia
Indonesia X 2/15/20,0,0,Indonesia,2/15/2020,Asia
Indonesia X 2/16/20,0,0,Indonesia,2/16/2020,Asia
Indonesia X 2/17/20,0,0,Indonesia,2/17/2020,Asia
Indonesia X 2/18/20,0,0,Indonesia,2/18/2020,Asia
Indonesia X 2/19/20,0,0,Indonesia,2/19/2020,Asia
Indonesia X 2/20/20,0,0,Indonesia,2/20/2020,Asia
Indonesia X 2/21/20,0,0,Indonesia,2/21/2020,Asia
Indonesia X 2/22/20,0,0,Indonesia,2/22/2020,Asia
Indonesia X 2/23/20,0,0,Indonesia,2/23/2020,Asia
Indonesia X 2/24/20,0,0,Indonesia,2/24/2020,Asia
Indonesia X 2/25/20,0,0,Indonesia,2/25/2020,Asia
Indonesia X 2/26/20,0,0,Indonesia,2/26/2020,Asia
Indonesia X 2/27/20,0,0,Indonesia,2/27/2020,Asia
Indonesia X 2/28/20,0,0,Indonesia,2/28/2020,Asia
Indonesia X 2/29/20,0,0,Indonesia,2/29/2020,Asia
Indonesia X 3/1/20,0,0,Indonesia,3/1/2020,Asia
Indonesia X 3/2/20,0,2,Indonesia,3/2/2020,Asia
Indonesia X 3/3/20,0,2,Indonesia,3/3/2020,Asia
Indonesia X 3/4/20,0,2,Indonesia,3/4/2020,Asia
Indonesia X 3/5/20,0,2,Indonesia,3/5/2020,Asia
Indonesia X 3/6/20,0,4,Indonesia,3/6/2020,Asia
Indonesia X 3/7/20,0,4,Indonesia,3/7/2020,Asia
Indonesia X 3/8/20,0,6,Indonesia,3/8/2020,Asia
Indonesia X 3/9/20,0,19,Indonesia,3/9/2020,Asia
Indonesia X 3/10/20,0,27,Indonesia,3/10/2020,Asia
Indonesia X 3/11/20,1,34,Indonesia,3/11/2020,Asia
Indonesia X 3/12/20,1,34,Indonesia,3/12/2020,Asia
Iran (Islamic Republic of) X 1/22/20,0,0,Iran (Islamic Republic of),1/22/2020,Asia
Iran (Islamic Republic of) X 1/23/20,0,0,Iran (Islamic Republic of),1/23/2020,Asia
Iran (Islamic Republic of) X 1/24/20,0,0,Iran (Islamic Republic of),1/24/2020,Asia
Iran (Islamic Republic of) X 1/25/20,0,0,Iran (Islamic Republic of),1/25/2020,Asia
Iran (Islamic Republic of) X 1/26/20,0,0,Iran (Islamic Republic of),1/26/2020,Asia
Iran (Islamic Republic of) X 1/27/20,0,0,Iran (Islamic Republic of),1/27/2020,Asia
Iran (Islamic Republic of) X 1/28/20,0,0,Iran (Islamic Republic of),1/28/2020,Asia
Iran (Islamic Republic of) X 1/29/20,0,0,Iran (Islamic Republic of),1/29/2020,Asia
Iran (Islamic Republic of) X 1/30/20,0,0,Iran (Islamic Republic of),1/30/2020,Asia
Iran (Islamic Republic of) X 1/31/20,0,0,Iran (Islamic Republic of),1/31/2020,Asia
Iran (Islamic Republic of) X 2/1/20,0,0,Iran (Islamic Republic of),2/1/2020,Asia
Iran (Islamic Republic of) X 2/2/20,0,0,Iran (Islamic Republic of),2/2/2020,Asia
Iran (Islamic Republic of) X 2/3/20,0,0,Iran (Islamic Republic of),2/3/2020,Asia
Iran (Islamic Republic of) X 2/4/20,0,0,Iran (Islamic Republic of),2/4/2020,Asia
Iran (Islamic Republic of) X 2/5/20,0,0,Iran (Islamic Republic of),2/5/2020,Asia
Iran (Islamic Republic of) X 2/6/20,0,0,Iran (Islamic Republic of),2/6/2020,Asia
Iran (Islamic Republic of) X 2/7/20,0,0,Iran (Islamic Republic of),2/7/2020,Asia
Iran (Islamic Republic of) X 2/8/20,0,0,Iran (Islamic Republic of),2/8/2020,Asia
Iran (Islamic Republic of) X 2/9/20,0,0,Iran (Islamic Republic of),2/9/2020,Asia
Iran (Islamic Republic of) X 2/10/20,0,0,Iran (Islamic Republic of),2/10/2020,Asia
Iran (Islamic Republic of) X 2/11/20,0,0,Iran (Islamic Republic of),2/11/2020,Asia
Iran (Islamic Republic of) X 2/12/20,0,0,Iran (Islamic Republic of),2/12/2020,Asia
Iran (Islamic Republic of) X 2/13/20,0,0,Iran (Islamic Republic of),2/13/2020,Asia
Iran (Islamic Republic of) X 2/14/20,0,0,Iran (Islamic Republic of),2/14/2020,Asia
Iran (Islamic Republic of) X 2/15/20,0,0,Iran (Islamic Republic of),2/15/2020,Asia
Iran (Islamic Republic of) X 2/16/20,0,0,Iran (Islamic Republic of),2/16/2020,Asia
Iran (Islamic Republic of) X 2/17/20,0,0,Iran (Islamic Republic of),2/17/2020,Asia
Iran (Islamic Republic of) X 2/18/20,0,0,Iran (Islamic Republic of),2/18/2020,Asia
Iran (Islamic Republic of) X 2/19/20,2,2,Iran (Islamic Republic of),2/19/2020,Asia
Iran (Islamic Republic of) X 2/20/20,2,5,Iran (Islamic Republic of),2/20/2020,Asia
Iran (Islamic Republic of) X 2/21/20,4,18,Iran (Islamic Republic of),2/21/2020,Asia
Iran (Islamic Republic of) X 2/22/20,5,28,Iran (Islamic Republic of),2/22/2020,Asia
Iran (Islamic Republic of) X 2/23/20,8,43,Iran (Islamic Republic of),2/23/2020,Asia
Iran (Islamic Republic of) X 2/24/20,12,61,Iran (Islamic Republic of),2/24/2020,Asia
Iran (Islamic Republic of) X 2/25/20,16,95,Iran (Islamic Republic of),2/25/2020,Asia
Iran (Islamic Republic of) X 2/26/20,19,139,Iran (Islamic Republic of),2/26/2020,Asia
Iran (Islamic Republic of) X 2/27/20,26,245,Iran (Islamic Republic of),2/27/2020,Asia
Iran (Islamic Republic of) X 2/28/20,34,388,Iran (Islamic Republic of),2/28/2020,Asia
Iran (Islamic Republic of) X 2/29/20,43,593,Iran (Islamic Republic of),2/29/2020,Asia
Iran (Islamic Republic of) X 3/1/20,54,978,Iran (Islamic Republic of),3/1/2020,Asia
Iran (Islamic Republic of) X 3/2/20,66,1501,Iran (Islamic Republic of),3/2/2020,Asia
Iran (Islamic Republic of) X 3/3/20,77,2336,Iran (Islamic Republic of),3/3/2020,Asia
Iran (Islamic Republic of) X 3/4/20,92,2922,Iran (Islamic Republic of),3/4/2020,Asia
Iran (Islamic Republic of) X 3/5/20,107,3513,Iran (Islamic Republic of),3/5/2020,Asia
Iran (Islamic Republic of) X 3/6/20,124,4747,Iran (Islamic Republic of),3/6/2020,Asia
Iran (Islamic Republic of) X 3/7/20,145,5823,Iran (Islamic Republic of),3/7/2020,Asia
Iran (Islamic Republic of) X 3/8/20,194,6566,Iran (Islamic Republic of),3/8/2020,Asia
Iran (Islamic Republic of) X 3/9/20,237,7161,Iran (Islamic Republic of),3/9/2020,Asia
Iran (Islamic Republic of) X 3/10/20,291,8042,Iran (Islamic Republic of),3/10/2020,Asia
Iran (Islamic Republic of) X 3/11/20,354,9000,Iran (Islamic Republic of),3/11/2020,Asia
Iran (Islamic Republic of) X 3/12/20,429,10075,Iran (Islamic Republic of),3/12/2020,Asia
Iraq X 1/22/20,0,0,Iraq,1/22/2020,Asia
Iraq X 1/23/20,0,0,Iraq,1/23/2020,Asia
Iraq X 1/24/20,0,0,Iraq,1/24/2020,Asia
Iraq X 1/25/20,0,0,Iraq,1/25/2020,Asia
Iraq X 1/26/20,0,0,Iraq,1/26/2020,Asia
Iraq X 1/27/20,0,0,Iraq,1/27/2020,Asia
Iraq X 1/28/20,0,0,Iraq,1/28/2020,Asia
Iraq X 1/29/20,0,0,Iraq,1/29/2020,Asia
Iraq X 1/30/20,0,0,Iraq,1/30/2020,Asia
Iraq X 1/31/20,0,0,Iraq,1/31/2020,Asia
Iraq X 2/1/20,0,0,Iraq,2/1/2020,Asia
Iraq X 2/2/20,0,0,Iraq,2/2/2020,Asia
Iraq X 2/3/20,0,0,Iraq,2/3/2020,Asia
Iraq X 2/4/20,0,0,Iraq,2/4/2020,Asia
Iraq X 2/5/20,0,0,Iraq,2/5/2020,Asia
Iraq X 2/6/20,0,0,Iraq,2/6/2020,Asia
Iraq X 2/7/20,0,0,Iraq,2/7/2020,Asia
Iraq X 2/8/20,0,0,Iraq,2/8/2020,Asia
Iraq X 2/9/20,0,0,Iraq,2/9/2020,Asia
Iraq X 2/10/20,0,0,Iraq,2/10/2020,Asia
Iraq X 2/11/20,0,0,Iraq,2/11/2020,Asia
Iraq X 2/12/20,0,0,Iraq,2/12/2020,Asia
Iraq X 2/13/20,0,0,Iraq,2/13/2020,Asia
Iraq X 2/14/20,0,0,Iraq,2/14/2020,Asia
Iraq X 2/15/20,0,0,Iraq,2/15/2020,Asia
Iraq X 2/16/20,0,0,Iraq,2/16/2020,Asia
Iraq X 2/17/20,0,0,Iraq,2/17/2020,Asia
Iraq X 2/18/20,0,0,Iraq,2/18/2020,Asia
Iraq X 2/19/20,0,0,Iraq,2/19/2020,Asia
Iraq X 2/20/20,0,0,Iraq,2/20/2020,Asia
Iraq X 2/21/20,0,0,Iraq,2/21/2020,Asia
Iraq X 2/22/20,0,0,Iraq,2/22/2020,Asia
Iraq X 2/23/20,0,0,Iraq,2/23/2020,Asia
Iraq X 2/24/20,0,1,Iraq,2/24/2020,Asia
Iraq X 2/25/20,0,1,Iraq,2/25/2020,Asia
Iraq X 2/26/20,0,5,Iraq,2/26/2020,Asia
Iraq X 2/27/20,0,7,Iraq,2/27/2020,Asia
Iraq X 2/28/20,0,7,Iraq,2/28/2020,Asia
Iraq X 2/29/20,0,13,Iraq,2/29/2020,Asia
Iraq X 3/1/20,0,19,Iraq,3/1/2020,Asia
Iraq X 3/2/20,0,26,Iraq,3/2/2020,Asia
Iraq X 3/3/20,0,32,Iraq,3/3/2020,Asia
Iraq X 3/4/20,2,35,Iraq,3/4/2020,Asia
Iraq X 3/5/20,2,35,Iraq,3/5/2020,Asia
Iraq X 3/6/20,3,40,Iraq,3/6/2020,Asia
Iraq X 3/7/20,4,54,Iraq,3/7/2020,Asia
Iraq X 3/8/20,6,60,Iraq,3/8/2020,Asia
Iraq X 3/9/20,6,60,Iraq,3/9/2020,Asia
Iraq X 3/10/20,7,71,Iraq,3/10/2020,Asia
Iraq X 3/11/20,7,71,Iraq,3/11/2020,Asia
Iraq X 3/12/20,8,71,Iraq,3/12/2020,Asia
Ireland X 1/22/20,0,0,Ireland,1/22/2020,Europe
Ireland X 1/23/20,0,0,Ireland,1/23/2020,Europe
Ireland X 1/24/20,0,0,Ireland,1/24/2020,Europe
Ireland X 1/25/20,0,0,Ireland,1/25/2020,Europe
Ireland X 1/26/20,0,0,Ireland,1/26/2020,Europe
Ireland X 1/27/20,0,0,Ireland,1/27/2020,Europe
Ireland X 1/28/20,0,0,Ireland,1/28/2020,Europe
Ireland X 1/29/20,0,0,Ireland,1/29/2020,Europe
Ireland X 1/30/20,0,0,Ireland,1/30/2020,Europe
Ireland X 1/31/20,0,0,Ireland,1/31/2020,Europe
Ireland X 2/1/20,0,0,Ireland,2/1/2020,Europe
Ireland X 2/2/20,0,0,Ireland,2/2/2020,Europe
Ireland X 2/3/20,0,0,Ireland,2/3/2020,Europe
Ireland X 2/4/20,0,0,Ireland,2/4/2020,Europe
Ireland X 2/5/20,0,0,Ireland,2/5/2020,Europe
Ireland X 2/6/20,0,0,Ireland,2/6/2020,Europe
Ireland X 2/7/20,0,0,Ireland,2/7/2020,Europe
Ireland X 2/8/20,0,0,Ireland,2/8/2020,Europe
Ireland X 2/9/20,0,0,Ireland,2/9/2020,Europe
Ireland X 2/10/20,0,0,Ireland,2/10/2020,Europe
Ireland X 2/11/20,0,0,Ireland,2/11/2020,Europe
Ireland X 2/12/20,0,0,Ireland,2/12/2020,Europe
Ireland X 2/13/20,0,0,Ireland,2/13/2020,Europe
Ireland X 2/14/20,0,0,Ireland,2/14/2020,Europe
Ireland X 2/15/20,0,0,Ireland,2/15/2020,Europe
Ireland X 2/16/20,0,0,Ireland,2/16/2020,Europe
Ireland X 2/17/20,0,0,Ireland,2/17/2020,Europe
Ireland X 2/18/20,0,0,Ireland,2/18/2020,Europe
Ireland X 2/19/20,0,0,Ireland,2/19/2020,Europe
Ireland X 2/20/20,0,0,Ireland,2/20/2020,Europe
Ireland X 2/21/20,0,0,Ireland,2/21/2020,Europe
Ireland X 2/22/20,0,0,Ireland,2/22/2020,Europe
Ireland X 2/23/20,0,0,Ireland,2/23/2020,Europe
Ireland X 2/24/20,0,0,Ireland,2/24/2020,Europe
Ireland X 2/25/20,0,0,Ireland,2/25/2020,Europe
Ireland X 2/26/20,0,0,Ireland,2/26/2020,Europe
Ireland X 2/27/20,0,0,Ireland,2/27/2020,Europe
Ireland X 2/28/20,0,0,Ireland,2/28/2020,Europe
Ireland X 2/29/20,0,1,Ireland,2/29/2020,Europe
Ireland X 3/1/20,0,1,Ireland,3/1/2020,Europe
Ireland X 3/2/20,0,1,Ireland,3/2/2020,Europe
Ireland X 3/3/20,0,2,Ireland,3/3/2020,Europe
Ireland X 3/4/20,0,6,Ireland,3/4/2020,Europe
Ireland X 3/5/20,0,6,Ireland,3/5/2020,Europe
Ireland X 3/6/20,0,18,Ireland,3/6/2020,Europe
Ireland X 3/7/20,0,18,Ireland,3/7/2020,Europe
Ireland X 3/8/20,0,19,Ireland,3/8/2020,Europe
Ireland X 3/9/20,0,21,Ireland,3/9/2020,Europe
Ireland X 3/10/20,0,34,Ireland,3/10/2020,Europe
Ireland X 3/11/20,1,43,Ireland,3/11/2020,Europe
Ireland X 3/12/20,1,43,Ireland,3/12/2020,Europe
Israel X 1/22/20,0,0,Israel,1/22/2020,Asia
Israel X 1/23/20,0,0,Israel,1/23/2020,Asia
Israel X 1/24/20,0,0,Israel,1/24/2020,Asia
Israel X 1/25/20,0,0,Israel,1/25/2020,Asia
Israel X 1/26/20,0,0,Israel,1/26/2020,Asia
Israel X 1/27/20,0,0,Israel,1/27/2020,Asia
Israel X 1/28/20,0,0,Israel,1/28/2020,Asia
Israel X 1/29/20,0,0,Israel,1/29/2020,Asia
Israel X 1/30/20,0,0,Israel,1/30/2020,Asia
Israel X 1/31/20,0,0,Israel,1/31/2020,Asia
Israel X 2/1/20,0,0,Israel,2/1/2020,Asia
Israel X 2/2/20,0,0,Israel,2/2/2020,Asia
Israel X 2/3/20,0,0,Israel,2/3/2020,Asia
Israel X 2/4/20,0,0,Israel,2/4/2020,Asia
Israel X 2/5/20,0,0,Israel,2/5/2020,Asia
Israel X 2/6/20,0,0,Israel,2/6/2020,Asia
Israel X 2/7/20,0,0,Israel,2/7/2020,Asia
Israel X 2/8/20,0,0,Israel,2/8/2020,Asia
Israel X 2/9/20,0,0,Israel,2/9/2020,Asia
Israel X 2/10/20,0,0,Israel,2/10/2020,Asia
Israel X 2/11/20,0,0,Israel,2/11/2020,Asia
Israel X 2/12/20,0,0,Israel,2/12/2020,Asia
Israel X 2/13/20,0,0,Israel,2/13/2020,Asia
Israel X 2/14/20,0,0,Israel,2/14/2020,Asia
Israel X 2/15/20,0,0,Israel,2/15/2020,Asia
Israel X 2/16/20,0,0,Israel,2/16/2020,Asia
Israel X 2/17/20,0,0,Israel,2/17/2020,Asia
Israel X 2/18/20,0,0,Israel,2/18/2020,Asia
Israel X 2/19/20,0,0,Israel,2/19/2020,Asia
Israel X 2/20/20,0,0,Israel,2/20/2020,Asia
Israel X 2/21/20,0,1,Israel,2/21/2020,Asia
Israel X 2/22/20,0,1,Israel,2/22/2020,Asia
Israel X 2/23/20,0,1,Israel,2/23/2020,Asia
Israel X 2/24/20,0,1,Israel,2/24/2020,Asia
Israel X 2/25/20,0,1,Israel,2/25/2020,Asia
Israel X 2/26/20,0,2,Israel,2/26/2020,Asia
Israel X 2/27/20,0,3,Israel,2/27/2020,Asia
Israel X 2/28/20,0,4,Israel,2/28/2020,Asia
Israel X 2/29/20,0,7,Israel,2/29/2020,Asia
Israel X 3/1/20,0,10,Israel,3/1/2020,Asia
Israel X 3/2/20,0,10,Israel,3/2/2020,Asia
Israel X 3/3/20,0,12,Israel,3/3/2020,Asia
Israel X 3/4/20,0,15,Israel,3/4/2020,Asia
Israel X 3/5/20,0,20,Israel,3/5/2020,Asia
Israel X 3/6/20,0,37,Israel,3/6/2020,Asia
Israel X 3/7/20,0,43,Israel,3/7/2020,Asia
Israel X 3/8/20,0,61,Israel,3/8/2020,Asia
Israel X 3/9/20,0,61,Israel,3/9/2020,Asia
Israel X 3/10/20,0,83,Israel,3/10/2020,Asia
Israel X 3/11/20,0,109,Israel,3/11/2020,Asia
Israel X 3/12/20,0,131,Israel,3/12/2020,Asia
Italy X 1/22/20,0,0,Italy,1/22/2020,Europe
Italy X 1/23/20,0,0,Italy,1/23/2020,Europe
Italy X 1/24/20,0,0,Italy,1/24/2020,Europe
Italy X 1/25/20,0,0,Italy,1/25/2020,Europe
Italy X 1/26/20,0,0,Italy,1/26/2020,Europe
Italy X 1/27/20,0,0,Italy,1/27/2020,Europe
Italy X 1/28/20,0,0,Italy,1/28/2020,Europe
Italy X 1/29/20,0,0,Italy,1/29/2020,Europe
Italy X 1/30/20,0,0,Italy,1/30/2020,Europe
Italy X 1/31/20,0,2,Italy,1/31/2020,Europe
Italy X 2/1/20,0,2,Italy,2/1/2020,Europe
Italy X 2/2/20,0,2,Italy,2/2/2020,Europe
Italy X 2/3/20,0,2,Italy,2/3/2020,Europe
Italy X 2/4/20,0,2,Italy,2/4/2020,Europe
Italy X 2/5/20,0,2,Italy,2/5/2020,Europe
Italy X 2/6/20,0,2,Italy,2/6/2020,Europe
Italy X 2/7/20,0,3,Italy,2/7/2020,Europe
Italy X 2/8/20,0,3,Italy,2/8/2020,Europe
Italy X 2/9/20,0,3,Italy,2/9/2020,Europe
Italy X 2/10/20,0,3,Italy,2/10/2020,Europe
Italy X 2/11/20,0,3,Italy,2/11/2020,Europe
Italy X 2/12/20,0,3,Italy,2/12/2020,Europe
Italy X 2/13/20,0,3,Italy,2/13/2020,Europe
Italy X 2/14/20,0,3,Italy,2/14/2020,Europe
Italy X 2/15/20,0,3,Italy,2/15/2020,Europe
Italy X 2/16/20,0,3,Italy,2/16/2020,Europe
Italy X 2/17/20,0,3,Italy,2/17/2020,Europe
Italy X 2/18/20,0,3,Italy,2/18/2020,Europe
Italy X 2/19/20,0,3,Italy,2/19/2020,Europe
Italy X 2/20/20,0,3,Italy,2/20/2020,Europe
Italy X 2/21/20,1,20,Italy,2/21/2020,Europe
Italy X 2/22/20,2,62,Italy,2/22/2020,Europe
Italy X 2/23/20,3,155,Italy,2/23/2020,Europe
Italy X 2/24/20,7,229,Italy,2/24/2020,Europe
Italy X 2/25/20,10,322,Italy,2/25/2020,Europe
Italy X 2/26/20,12,453,Italy,2/26/2020,Europe
Italy X 2/27/20,17,655,Italy,2/27/2020,Europe
Italy X 2/28/20,21,888,Italy,2/28/2020,Europe
Italy X 2/29/20,29,1128,Italy,2/29/2020,Europe
Italy X 3/1/20,34,1694,Italy,3/1/2020,Europe
Italy X 3/2/20,52,2036,Italy,3/2/2020,Europe
Italy X 3/3/20,79,2502,Italy,3/3/2020,Europe
